subscription_fact_key,customer_key,geography_key,plan_key,payment_method_key,tenure_cohort_key,churn_reason_key,tenure_months,monthly_charges,total_charges,is_new_customer_imputed_charges,churn_flag,churn_score,cltv,addon_service_count,avg_revenue_per_tenure_month,recency_tenure_months,frequency_addon_breadth,monetary_total_charges
5868,5868,524,404,4,6,21,70,114.3,8244.3,0,0,24,4280,6,117.77571428571427,70,6,8244.3
5869,5869,1295,49,1,4,21,38,20.05,741.5,0,0,62,2295,0,19.513157894736842,38,0,741.5
5870,5870,1296,681,4,6,21,68,62.65,4375.8,0,0,59,5215,4,64.35000000000001,68,4,4375.8
5871,5871,816,919,4,6,21,65,92.7,5968.4,0,0,64,5205,3,91.82153846153845,65,3,5968.4
5872,5872,116,71,2,3,21,30,100.45,3096.9,0,0,32,3936,3,103.23,30,3,3096.9
5873,5873,1297,1138,3,5,21,51,75.2,3901.25,0,0,59,4708,3,76.49509803921569,51,3,3901.25
5874,5874,117,181,4,3,21,31,84.75,2613.4,0,0,35,3727,2,84.30322580645162,31,2,2613.4
5875,5875,1298,672,3,6,21,72,79.5,5661.7,0,0,78,4390,5,78.63472222222222,72,5,5661.7
5876,5876,119,167,2,4,21,37,19.8,695.05,0,0,31,5987,0,18.785135135135135,37,0,695.05
5877,5877,526,726,1,5,21,55,100.9,5552.05,0,0,22,5101,4,100.94636363636364,55,4,5552.05
5878,5878,120,1139,3,3,21,33,95.3,3275.15,0,0,38,3087,3,99.2469696969697,33,3,3275.15
5879,5879,121,1140,3,4,21,46,90.95,4236.6,0,0,38,5187,3,92.10000000000001,46,3,4236.6
5880,5880,817,261,2,1,21,1,54.5,54.5,0,0,54,4359,2,54.5,1,2,54.5
5881,5881,123,95,3,2,21,19,49.6,962.9,0,0,27,5735,1,50.67894736842105,19,1,962.9
5882,5882,818,322,4,6,21,61,25.0,1498.35,0,0,54,4673,0,24.563114754098358,61,0,1498.35
5883,5883,1299,27,2,3,21,26,45.45,1233.15,0,0,68,5451,0,47.42884615384616,26,0,1233.15
5884,5884,527,5,3,4,21,45,107.75,4882.8,0,0,27,3301,4,108.50666666666667,45,4,4882.8
5885,5885,124,1048,4,6,21,62,89.1,5411.65,0,0,68,5995,2,87.28467741935484,62,2,5411.65
5886,5886,1300,27,1,1,21,3,44.75,148.05,0,0,20,3422,0,49.35,3,0,148.05
5887,5887,125,505,3,4,21,41,101.6,3930.55,0,0,52,3275,4,95.86707317073171,41,4,3930.55
5888,5888,1301,1141,3,6,21,67,103.15,6895.5,0,0,40,4376,5,102.91791044776119,67,5,6895.5
5889,5889,126,967,1,6,21,71,95.65,6856.95,0,0,65,5856,3,96.57676056338028,71,3,6856.95
5890,5890,1302,1142,3,4,21,37,75.1,2658.8,0,0,64,4131,4,71.85945945945946,37,4,2658.8
5891,5891,819,510,1,5,21,60,61.35,3766.2,0,0,79,6174,3,62.769999999999996,60,3,3766.2
5892,5892,128,8,4,1,21,6,19.7,129.55,0,0,74,5387,0,21.59166666666667,6,0,129.55
5893,5893,820,279,3,1,21,11,51.0,581.7,0,0,49,5777,1,52.88181818181818,11,1,581.7
5894,5894,528,61,2,1,21,10,88.85,929.45,0,0,54,4531,2,92.94500000000001,10,2,929.45
5895,5895,529,49,4,3,21,34,20.05,679.0,0,0,29,2236,0,19.970588235294116,34,0,679.0
5896,5896,129,1143,1,6,21,62,65.1,3846.75,0,0,47,5172,3,62.04435483870968,62,3,3846.75
5897,5897,1303,1144,1,6,21,64,70.15,4480.7,0,0,49,5037,3,70.0109375,64,3,4480.7
5898,5898,131,460,1,3,21,25,20.75,499.4,0,0,74,5161,0,19.976,25,0,499.4
5899,5899,530,1145,1,3,21,26,56.05,1553.2,0,0,46,3079,2,59.73846153846154,26,2,1553.2
5900,5900,1304,167,3,1,21,10,19.95,219.5,0,0,48,3044,0,21.95,10,0,219.5
5901,5901,531,1146,1,5,21,53,98.6,5311.85,0,0,20,4635,4,100.22358490566039,53,4,5311.85
5902,5902,1305,35,4,3,21,33,79.0,2576.8,0,0,21,4396,2,78.0848484848485,33,2,2576.8
5903,5903,1306,1147,4,6,21,71,89.45,6435.25,0,0,72,6004,3,90.63732394366197,71,3,6435.25
5904,5904,133,22,2,3,21,29,74.2,1993.25,0,0,55,3982,0,68.73275862068965,29,0,1993.25
5905,5905,532,1148,3,2,21,24,81.0,1923.85,0,0,50,3019,4,80.16041666666666,24,4,1923.85
5906,5906,821,95,2,2,21,20,49.6,939.8,0,0,68,3235,1,46.989999999999995,20,1,939.8
5907,5907,134,66,2,1,21,1,84.6,84.6,0,0,46,2196,1,84.6,1,1,84.6
5908,5908,1307,463,3,6,21,72,84.2,5986.55,0,0,69,5598,5,83.14652777777778,72,5,5986.55
5909,5909,1308,674,2,5,21,52,106.3,5487.0,0,0,36,4969,6,105.51923076923077,52,6,5487.0
5910,5910,135,47,2,1,21,9,69.05,651.5,0,0,50,5121,0,72.38888888888889,9,0,651.5
5911,5911,136,29,1,1,21,1,45.4,45.4,0,0,50,4916,0,45.4,1,0,45.4
5912,5912,1309,1149,2,6,21,69,99.35,6856.45,0,0,73,4637,3,99.36884057971014,69,3,6856.45
5913,5913,1310,46,1,1,21,1,50.75,50.75,0,0,80,2250,1,50.75,1,1,50.75
5914,5914,825,593,3,5,21,54,87.1,4735.2,0,0,44,5418,5,87.68888888888888,54,5,4735.2
5915,5915,1311,167,1,3,21,33,20.15,682.15,0,0,57,5759,0,20.671212121212122,33,0,682.15
5916,5916,533,702,3,4,21,45,98.7,4525.8,0,0,66,2535,4,100.57333333333334,45,4,4525.8
5917,5917,534,51,2,1,21,11,25.2,321.05,0,0,57,5916,0,29.186363636363637,11,0,321.05
5918,5918,137,1,3,1,21,6,55.7,335.65,0,0,45,2482,2,55.94166666666666,6,2,335.65
5919,5919,1312,320,3,2,21,21,65.35,1424.4,0,0,45,2887,3,67.82857142857144,21,3,1424.4
5920,5920,1313,322,3,6,21,65,25.3,1748.55,0,0,51,4533,0,26.90076923076923,65,0,1748.55
5921,5921,827,305,1,4,21,43,24.25,1077.95,0,0,51,4432,0,25.06860465116279,43,0,1077.95
5922,5922,139,907,3,5,21,60,60.5,3694.45,0,0,43,6026,3,61.57416666666666,60,3,3694.45
5923,5923,829,51,4,2,21,17,25.1,382.8,0,0,33,4580,0,22.51764705882353,17,0,382.8
5924,5924,1314,93,3,3,21,35,20.05,746.75,0,0,49,3942,0,21.335714285714285,35,0,746.75
5925,5925,1315,768,4,1,21,12,30.25,368.85,0,0,64,5988,1,30.7375,12,1,368.85
5926,5926,537,8,1,1,21,1,20.2,20.2,0,0,42,4496,0,20.2,1,0,20.2
5927,5927,1316,744,2,3,21,28,59.9,1654.7,0,0,69,4131,3,59.096428571428575,28,3,1654.7
5928,5928,538,305,3,6,21,70,25.15,1940.85,0,0,30,4279,0,27.72642857142857,70,0,1940.85
5929,5929,141,174,4,2,21,18,101.3,1794.65,0,0,80,5948,4,99.70277777777778,18,4,1794.65
5930,5930,539,445,4,6,21,70,76.95,5289.8,0,0,47,6280,4,75.56857142857143,70,4,5289.8
5931,5931,540,43,1,1,21,9,55.3,501.2,0,0,80,4291,1,55.68888888888889,9,1,501.2
5932,5932,1317,1150,3,6,21,67,92.45,6140.85,0,0,80,5857,4,91.65447761194031,67,4,6140.85
5933,5933,1318,46,3,1,21,1,48.45,48.45,0,0,27,5838,1,48.45,1,1,48.45
5934,5934,1319,49,1,2,21,18,19.35,309.25,0,0,36,2269,0,17.180555555555557,18,0,309.25
5935,5935,1320,864,3,6,21,71,86.7,6179.35,0,0,44,4485,3,87.0330985915493,71,3,6179.35
5936,5936,1321,547,1,1,21,1,55.7,55.7,0,0,36,5664,2,55.7,1,2,55.7
5937,5937,831,1151,4,5,21,55,84.25,4589.85,0,0,30,5735,2,83.45181818181818,55,2,4589.85
5938,5938,1322,637,2,5,21,59,64.65,3735.45,0,0,38,5687,3,63.31271186440678,59,3,3735.45
5939,5939,832,2,3,1,21,7,69.2,477.55,0,0,73,2551,0,68.22142857142858,7,0,477.55
5940,5940,142,985,3,4,21,45,54.65,2553.7,0,0,39,5083,2,56.748888888888885,45,2,2553.7
5941,5941,1323,458,3,5,21,54,24.75,1342.15,0,0,70,6466,0,24.85462962962963,54,0,1342.15
5942,5942,1324,458,1,5,21,51,23.95,1216.35,0,0,26,5895,0,23.849999999999998,51,0,1216.35
5943,5943,542,200,4,6,21,72,105.0,7578.05,0,0,56,6423,4,105.25069444444445,72,4,7578.05
5944,5944,543,744,3,4,21,44,59.85,2603.95,0,0,35,5981,3,59.18068181818182,44,3,2603.95
5945,5945,143,8,1,1,21,2,20.05,42.7,0,0,58,4394,0,21.35,2,0,42.7
5946,5946,1325,858,3,6,21,66,92.15,6056.9,0,0,77,4928,2,91.77121212121212,66,2,6056.9
5947,5947,833,1152,1,6,21,68,44.8,2983.65,0,0,68,4112,3,43.87720588235294,68,3,2983.65
5948,5948,1326,49,4,3,21,31,20.9,689.35,0,0,46,5581,0,22.23709677419355,31,0,689.35
5949,5949,1327,15,3,2,21,21,95.4,2025.1,0,0,47,5691,2,96.43333333333332,21,2,2025.1
5950,5950,1328,30,2,2,21,21,80.35,1747.2,0,0,62,4579,1,83.2,21,1,1747.2
5951,5951,544,463,3,5,21,55,85.1,4657.95,0,0,67,5661,5,84.69,55,5,4657.95
5952,5952,145,383,3,6,21,71,115.05,8016.6,0,0,53,4438,6,112.90985915492958,71,6,8016.6
5953,5953,834,93,1,2,21,22,19.95,433.5,0,0,61,2233,0,19.704545454545453,22,0,433.5
5954,5954,836,500,3,6,21,67,86.15,5883.85,0,0,31,5037,5,87.81865671641792,67,5,5883.85
5955,5955,1329,657,2,2,21,14,78.85,1043.8,0,0,44,5327,2,74.55714285714285,14,2,1043.8
5956,5956,1330,1153,3,2,21,21,86.55,1857.25,0,0,67,5318,2,88.44047619047619,21,2,1857.25
5957,5957,1331,938,1,1,21,4,42.4,146.4,0,0,74,4282,3,36.6,4,3,146.4
5958,5958,545,305,3,6,21,70,24.25,1724.15,0,0,75,4118,0,24.630714285714287,70,0,1724.15
5959,5959,546,93,3,2,21,21,20.5,429.55,0,0,62,5766,0,20.454761904761906,21,0,429.55
5960,5960,148,69,4,2,21,20,19.6,356.15,0,0,27,5909,0,17.807499999999997,20,0,356.15
5961,5961,1332,93,3,2,21,22,20.25,488.25,0,0,51,3339,0,22.193181818181817,22,0,488.25
5962,5962,1333,460,1,6,21,63,20.6,1298.7,0,0,23,6469,0,20.614285714285714,63,0,1298.7
5963,5963,1334,49,3,6,21,70,19.8,1378.75,0,0,22,5169,0,19.696428571428573,70,0,1378.75
5964,5964,837,148,2,1,21,5,80.2,384.25,0,0,46,3391,1,76.85,5,1,384.25
5965,5965,838,383,4,6,21,72,116.4,8543.25,0,0,74,6491,6,118.65625,72,6,8543.25
5966,5966,1335,88,2,2,21,13,31.65,389.95,0,0,49,4959,1,29.996153846153845,13,1,389.95
5967,5967,1336,1154,4,6,21,61,94.15,5731.85,0,0,70,4806,4,93.96475409836066,61,4,5731.85
5968,5968,1337,8,2,1,21,1,20.65,20.65,0,0,56,2729,0,20.65,1,0,20.65
5969,5969,839,79,3,5,21,56,76.85,4275.75,0,0,66,6035,1,76.35267857142857,56,1,4275.75
5970,5970,840,8,1,1,21,4,20.15,84.5,0,0,75,5535,0,21.125,4,0,84.5
5971,5971,547,625,1,3,21,35,55.25,1924.1,0,0,24,5498,1,54.97428571428571,35,1,1924.1
5972,5972,150,1155,3,6,21,72,82.15,5784.3,0,0,70,4552,4,80.3375,72,4,5784.3
5973,5973,151,1156,3,5,21,49,103.0,5166.2,0,0,75,5023,5,105.43265306122449,49,5,5166.2
5974,5974,1338,566,4,4,21,44,95.1,4060.55,0,0,20,2221,4,92.28522727272728,44,4,4060.55
5975,5975,841,78,2,4,21,37,95.15,3532.85,0,0,22,3407,3,95.48243243243243,37,3,3532.85
5976,5976,842,994,2,6,21,61,79.8,4914.8,0,0,24,6432,4,80.57049180327868,61,4,4914.8
5977,5977,1339,1157,4,6,21,70,74.8,5315.8,0,0,60,6447,4,75.94,70,4,5315.8
5978,5978,550,8,2,4,21,41,20.45,775.6,0,0,80,2839,0,18.917073170731708,41,0,775.6
5979,5979,843,1049,3,6,21,70,78.35,5445.95,0,0,42,4422,5,77.79928571428572,70,5,5445.95
5980,5980,1340,93,2,5,21,51,19.1,1007.8,0,0,78,4120,0,19.76078431372549,51,0,1007.8
5981,5981,551,49,1,4,21,42,20.0,833.55,0,0,46,3413,0,19.84642857142857,42,0,833.55
5982,5982,152,93,3,4,21,48,19.95,1004.5,0,0,44,4254,0,20.927083333333332,48,0,1004.5
5983,5983,1341,305,4,4,21,48,24.0,1183.05,0,0,66,3948,0,24.646874999999998,48,0,1183.05
5984,5984,154,93,1,3,21,27,19.15,501.35,0,0,38,5606,0,18.56851851851852,27,0,501.35
5985,5985,554,867,3,4,21,46,91.3,4126.35,0,0,43,3191,3,89.70326086956523,46,3,4126.35
5986,5986,1342,69,1,3,21,25,19.15,477.6,0,0,57,3829,0,19.104,25,0,477.6
5987,5987,1343,49,1,2,21,13,19.75,265.75,0,0,41,2016,0,20.442307692307693,13,0,265.75
5988,5988,1344,448,4,3,21,31,75.5,2424.45,0,0,61,5611,5,78.20806451612903,31,5,2424.45
5989,5989,156,66,2,2,21,23,83.75,1849.95,0,0,78,3585,1,80.43260869565218,23,1,1849.95
5990,5990,157,8,1,1,21,2,19.4,61.05,0,0,63,5816,0,30.525,2,0,61.05
5991,5991,1345,305,3,6,21,65,26.5,1698.55,0,0,46,4404,0,26.13153846153846,65,0,1698.55
5992,5992,159,93,4,5,21,55,19.15,998.1,0,0,29,5390,0,18.14727272727273,55,0,998.1
5993,5993,160,1158,1,3,21,35,40.9,1383.6,0,0,78,5691,2,39.53142857142857,35,2,1383.6
5994,5994,161,636,1,1,21,6,80.25,493.4,0,0,26,2706,5,82.23333333333333,6,5,493.4
5995,5995,162,2,2,2,21,17,70.8,1207.0,0,0,56,5420,0,71.0,17,0,1207.0
5996,5996,846,1011,1,1,21,10,60.2,563.5,0,0,52,5318,2,56.35,10,2,563.5
5997,5997,163,862,4,2,21,15,55.2,864.55,0,0,73,3608,2,57.63666666666666,15,2,864.55
5998,5998,847,541,3,2,21,13,54.15,701.05,0,0,43,4977,2,53.926923076923075,13,2,701.05
5999,5999,1346,106,3,5,21,58,100.4,5749.8,0,0,64,4005,3,99.13448275862069,58,3,5749.8
6000,6000,1347,744,4,4,21,45,62.55,2796.45,0,0,80,2935,3,62.14333333333333,45,3,2796.45
6001,6001,1348,699,3,6,21,72,70.45,5165.7,0,0,48,4463,4,71.74583333333334,72,4,5165.7
6002,6002,166,476,3,6,21,68,85.5,5696.6,0,0,48,4380,2,83.77352941176471,68,2,5696.6
6003,6003,167,259,2,4,21,38,54.5,2076.05,0,0,23,5499,2,54.63289473684211,38,2,2076.05
6004,6004,1349,8,1,1,21,2,20.75,44.2,0,0,79,3976,0,22.1,2,0,44.2
6005,6005,1350,8,1,1,21,11,20.35,215.25,0,0,46,5597,0,19.568181818181817,11,0,215.25
6006,6006,1351,135,3,2,21,20,91.0,1859.5,0,0,57,3748,2,92.975,20,2,1859.5
6007,6007,1352,60,3,6,21,72,104.8,7470.1,0,0,21,4165,4,103.7513888888889,72,4,7470.1
6008,6008,848,103,2,4,21,40,51.1,2092.9,0,0,67,3355,1,52.322500000000005,40,1,2092.9
6009,6009,169,68,3,6,21,62,89.8,5629.55,0,0,67,4981,2,90.7991935483871,62,2,5629.55
6010,6010,1353,69,2,2,21,22,20.55,469.85,0,0,44,3169,0,21.356818181818184,22,0,469.85
6011,6011,1354,701,3,1,21,11,64.05,733.95,0,0,24,4171,3,66.72272727272728,11,3,733.95
6012,6012,557,22,2,1,21,7,74.85,485.25,0,0,44,2259,0,69.32142857142857,7,0,485.25
6013,6013,1355,51,1,1,21,3,25.0,78.25,0,0,70,2730,0,26.083333333333332,3,0,78.25
6014,6014,849,49,4,5,21,58,20.3,1131.5,0,0,20,4335,0,19.50862068965517,58,0,1131.5
6015,6015,172,343,1,1,21,6,26.35,184.05,0,0,22,2189,0,30.675,6,0,184.05
6016,6016,850,136,1,2,21,22,54.7,1178.75,0,0,53,5722,2,53.57954545454545,22,2,1178.75
6017,6017,1356,1159,4,6,21,64,90.25,5629.15,0,0,53,4799,2,87.95546875,64,2,5629.15
6018,6018,851,8,1,1,21,6,20.65,109.3,0,0,79,3266,0,18.216666666666665,6,0,109.3
6019,6019,559,229,3,4,21,39,25.45,958.45,0,0,53,5986,0,24.575641025641026,39,0,958.45
6020,6020,1357,93,1,2,21,20,19.5,403.15,0,0,59,4700,0,20.1575,20,0,403.15
6021,6021,1358,1115,4,6,21,64,66.15,4392.5,0,0,25,4703,2,68.6328125,64,2,4392.5
6022,6022,853,260,4,4,21,46,69.1,3168.0,0,0,53,2333,3,68.8695652173913,46,3,3168.0
6023,6023,1359,1160,2,3,21,28,39.1,1096.6,0,0,59,2305,2,39.16428571428571,28,2,1096.6
6024,6024,175,8,1,3,21,33,20.05,669.45,0,0,22,5759,0,20.28636363636364,33,0,669.45
6025,6025,1360,329,2,4,21,39,59.8,2343.85,0,0,58,3093,3,60.09871794871795,39,3,2343.85
6026,6026,1361,133,2,1,21,1,48.6,48.6,0,0,24,3704,1,48.6,1,1,48.6
6027,6027,1362,1161,4,6,21,70,105.35,7511.9,0,0,34,5866,5,107.31285714285714,70,5,7511.9
6028,6028,1363,322,3,6,21,65,25.1,1725.0,0,0,46,5449,0,26.53846153846154,65,0,1725.0
6029,6029,1364,279,2,1,21,1,49.75,49.75,0,0,79,2908,1,49.75,1,1,49.75
6030,6030,855,15,2,2,21,18,94.75,1691.9,0,0,40,4477,2,93.99444444444445,18,2,1691.9
6031,6031,1365,15,2,2,21,24,93.0,2248.05,0,0,29,5886,2,93.66875,24,2,2248.05
6032,6032,1366,1157,3,6,21,63,71.9,4479.2,0,0,38,5816,4,71.0984126984127,63,4,4479.2
6033,6033,1367,1162,1,4,21,44,77.55,3471.1,0,0,43,5044,3,78.88863636363637,44,3,3471.1
6034,6034,177,69,2,1,21,4,19.85,63.0,0,0,71,5918,0,15.75,4,0,63.0
6035,6035,1368,15,2,4,21,37,95.25,3314.15,0,0,29,2969,2,89.57162162162163,37,2,3314.15
6036,6036,560,36,3,3,21,34,25.05,852.7,0,0,29,3800,0,25.079411764705885,34,0,852.7
6037,6037,178,1163,4,3,21,35,53.15,1930.9,0,0,43,5638,4,55.16857142857143,35,4,1930.9
6038,6038,1369,8,2,1,21,4,20.15,91.4,0,0,26,2198,0,22.85,4,0,91.4
6039,6039,1370,106,2,4,21,39,101.25,3949.15,0,0,77,3172,3,101.26025641025642,39,3,3949.15
6040,6040,1371,415,3,4,21,43,100.55,4304.0,0,0,65,4499,4,100.09302325581395,43,4,4304.0
6041,6041,562,305,3,6,21,61,25.3,1554.9,0,0,71,4501,0,25.49016393442623,61,0,1554.9
6042,6042,1372,398,2,5,21,49,71.8,3472.05,0,0,79,6193,4,70.85816326530613,49,4,3472.05
6043,6043,857,93,1,1,21,4,19.7,117.8,0,0,43,5018,0,29.45,4,0,117.8
6044,6044,1373,1164,2,6,21,64,49.85,3210.35,0,0,56,5644,4,50.16171875,64,4,3210.35
6045,6045,1374,2,1,1,21,3,69.6,207.4,0,0,39,5487,0,69.13333333333334,3,0,207.4
6046,6046,1375,8,2,1,21,1,19.75,19.75,0,0,27,3068,0,19.75,1,0,19.75
6047,6047,858,948,2,4,21,40,80.8,3132.75,0,0,26,3387,2,78.31875,40,2,3132.75
6048,6048,1376,1165,3,3,21,34,64.2,2106.3,0,0,34,2225,3,61.95,34,3,2106.3
6049,6049,563,223,2,1,21,1,35.0,35.0,0,0,54,4099,1,35.0,1,1,35.0
6050,6050,1377,49,2,4,21,45,19.2,903.7,0,0,24,3451,0,20.082222222222224,45,0,903.7
6051,6051,1378,1062,4,4,21,43,90.65,3882.3,0,0,27,2496,4,90.28604651162792,43,4,3882.3
6052,6052,1379,460,1,4,21,41,20.0,879.8,0,0,60,5743,0,21.458536585365852,41,0,879.8
6053,6053,1380,45,2,1,21,5,74.65,383.65,0,0,34,3319,1,76.72999999999999,5,1,383.65
6054,6054,1381,964,4,6,21,72,61.2,4390.25,0,0,38,4085,5,60.97569444444444,72,5,4390.25
6055,6055,1382,93,1,1,21,4,19.95,68.2,0,0,35,2195,0,17.05,4,0,68.2
6056,6056,1383,252,1,1,21,9,54.8,452.8,0,0,73,2848,2,50.31111111111111,9,2,452.8
6057,6057,1384,635,4,6,21,72,73.45,5329.0,0,0,29,5540,3,74.01388888888889,72,3,5329.0
6058,6058,1385,855,1,3,21,33,51.45,1758.9,0,0,59,4935,1,53.300000000000004,33,1,1758.9
6059,6059,1386,614,3,6,21,72,80.45,5737.6,0,0,62,4202,1,79.6888888888889,72,1,5737.6
6060,6060,1387,1153,2,2,21,15,85.3,1219.85,0,0,51,5559,2,81.32333333333332,15,2,1219.85
6061,6061,1388,79,2,3,21,29,79.3,2414.55,0,0,21,3172,1,83.26034482758621,29,1,2414.55
6062,6062,566,1126,3,2,21,15,76.5,1155.6,0,0,76,3851,5,77.03999999999999,15,5,1155.6
6063,6063,1389,305,3,6,21,72,25.4,1809.35,0,0,51,6141,0,25.12986111111111,72,0,1809.35
6064,6064,859,66,2,2,21,19,86.85,1564.4,0,0,64,5072,1,82.33684210526316,19,1,1564.4
6065,6065,1390,8,1,1,21,1,19.65,19.65,0,0,31,3192,0,19.65,1,0,19.65
6066,6066,1391,27,2,1,21,2,45.55,84.4,0,0,70,4372,0,42.2,2,0,84.4
6067,6067,860,24,4,1,21,11,78.1,864.85,0,0,50,2333,1,78.62272727272727,11,1,864.85
6068,6068,567,93,1,1,21,12,19.3,228.75,0,0,77,2868,0,19.0625,12,0,228.75
6069,6069,568,20,2,6,21,70,110.5,7752.05,0,0,64,5979,5,110.74357142857143,70,5,7752.05
6070,6070,1392,69,3,2,21,23,20.3,470.6,0,0,43,3630,0,20.460869565217394,23,0,470.6
6071,6071,1393,749,4,5,21,49,81.35,4060.9,0,0,69,4537,5,82.87551020408164,49,5,4060.9
6072,6072,569,73,2,1,21,2,55.3,108.65,0,0,67,4594,1,54.325,2,1,108.65
6073,6073,187,1166,4,6,21,69,56.55,3952.65,0,0,28,4162,4,57.28478260869565,69,4,3952.65
6074,6074,570,460,1,2,21,24,19.7,494.05,0,0,31,3594,0,20.585416666666667,24,0,494.05
6075,6075,1394,107,4,3,21,32,104.05,3416.85,0,0,60,2335,4,106.7765625,32,4,3416.85
6076,6076,1395,842,3,3,21,27,52.85,1498.65,0,0,23,2842,2,55.50555555555556,27,2,1498.65
6077,6077,1396,163,3,5,21,58,80.65,4807.35,0,0,33,6043,1,82.88534482758621,58,1,4807.35
6078,6078,862,322,4,2,21,18,24.65,471.35,0,0,78,5231,0,26.186111111111114,18,0,471.35
6079,6079,863,460,3,4,21,47,21.3,1041.8,0,0,30,2861,0,22.16595744680851,47,0,1041.8
6080,6080,189,20,2,6,21,70,110.2,7689.8,0,0,53,4098,5,109.85428571428572,70,5,7689.8
6081,6081,191,279,4,3,21,36,51.05,1815.0,0,0,56,2161,1,50.416666666666664,36,1,1815.0
6082,6082,192,460,1,6,21,67,19.8,1311.3,0,0,75,4260,0,19.571641791044776,67,0,1311.3
6083,6083,571,69,1,1,21,10,19.9,199.45,0,0,65,5811,0,19.945,10,0,199.45
6084,6084,572,42,2,2,21,19,87.3,1637.3,0,0,70,4447,2,86.17368421052632,19,2,1637.3
6085,6085,193,49,3,6,21,71,19.85,1326.35,0,0,54,6342,0,18.680985915492958,71,0,1326.35
6086,6086,864,437,1,6,21,72,89.4,6376.55,0,0,52,6044,6,88.56319444444445,72,6,6376.55
6087,6087,194,49,1,4,21,48,20.0,935.9,0,0,50,2608,0,19.497916666666665,48,0,935.9
6088,6088,865,8,1,1,21,1,20.05,20.05,0,0,79,2067,0,20.05,1,0,20.05
6089,6089,1397,684,2,2,21,18,83.25,1611.15,0,0,43,2065,5,89.50833333333334,18,5,1611.15
6090,6090,195,740,3,6,21,67,102.9,6989.7,0,0,52,5869,4,104.32388059701492,67,4,6989.7
6091,6091,866,850,1,6,21,69,39.1,2779.5,0,0,53,5987,3,40.28260869565217,69,3,2779.5
6092,6092,573,383,1,6,21,72,114.5,8331.95,0,0,47,6051,6,115.7215277777778,72,6,8331.95
6093,6093,1398,49,1,4,21,38,20.2,735.9,0,0,71,4947,0,19.36578947368421,38,0,735.9
6094,6094,1399,126,2,4,21,40,55.8,2283.3,0,0,78,3587,1,57.0825,40,1,2283.3
6095,6095,1400,322,1,6,21,61,24.2,1445.2,0,0,51,6201,0,23.691803278688525,61,0,1445.2
6096,6096,1401,1167,4,3,21,32,72.8,2333.05,0,0,78,3278,3,72.9078125,32,3,2333.05
6097,6097,575,9,4,2,21,21,99.85,1992.55,0,0,74,2113,3,94.88333333333333,21,3,1992.55
6098,6098,1402,105,2,5,21,59,99.5,5890.0,0,0,50,5513,3,99.83050847457628,59,3,5890.0
6099,6099,1403,49,4,4,21,47,20.25,1029.8,0,0,64,5134,0,21.91063829787234,47,0,1029.8
6100,6100,577,322,3,6,21,69,26.0,1796.55,0,0,22,4933,0,26.03695652173913,69,0,1796.55
6101,6101,1404,69,4,1,21,2,19.9,33.7,0,0,58,5824,0,16.85,2,0,33.7
6102,6102,1405,8,3,2,21,22,19.05,454.05,0,0,30,4312,0,20.638636363636365,22,0,454.05
6103,6103,197,280,2,2,21,15,96.5,1392.25,0,0,61,2394,3,92.81666666666666,15,3,1392.25
6104,6104,578,49,4,5,21,53,19.85,1049.6,0,0,36,6338,0,19.80377358490566,53,0,1049.6
6105,6105,198,343,1,3,21,28,25.7,734.6,0,0,80,3136,0,26.235714285714288,28,0,734.6
6106,6106,867,93,1,2,21,22,20.3,475.1,0,0,50,4510,0,21.595454545454547,22,0,475.1
6107,6107,199,277,2,2,21,16,91.55,1540.05,0,0,46,4045,3,96.253125,16,3,1540.05
6108,6108,868,878,1,4,21,48,39.4,1978.65,0,0,26,5701,3,41.221875000000004,48,3,1978.65
6109,6109,1406,381,3,3,21,30,105.7,3181.8,0,0,54,2455,5,106.06,30,5,3181.8
6110,6110,1407,2,2,1,21,3,70.25,229.7,0,0,46,2156,0,76.56666666666666,3,0,229.7
6111,6111,200,1168,2,5,21,57,93.75,5625.55,0,0,75,4276,3,98.69385964912281,57,3,5625.55
6112,6112,202,1169,3,2,21,23,60.0,1347.15,0,0,54,3835,2,58.571739130434786,23,2,1347.15
6113,6113,203,1170,4,6,21,65,59.8,3808.2,0,0,37,6034,2,58.58769230769231,65,2,3808.2
6114,6114,580,135,3,4,21,44,90.65,3974.15,0,0,26,3786,2,90.32159090909092,44,2,3974.15
6115,6115,581,222,3,6,21,71,109.0,7661.8,0,0,35,4204,5,107.91267605633803,71,5,7661.8
6116,6116,1408,649,4,4,21,37,68.1,2479.25,0,0,60,2873,3,67.00675675675676,37,3,2479.25
6117,6117,1409,8,1,1,21,12,20.4,266.6,0,0,60,4497,0,22.21666666666667,12,0,266.6
6118,6118,204,494,3,6,21,69,81.95,5601.4,0,0,59,6182,5,81.17971014492753,69,5,5601.4
6119,6119,869,317,2,3,21,35,60.55,1982.6,0,0,34,3463,3,56.645714285714284,35,3,1982.6
6120,6120,205,631,3,1,21,5,65.6,339.9,0,0,65,5636,3,67.97999999999999,5,3,339.9
6121,6121,582,1171,3,5,21,58,82.5,4828.05,0,0,25,4348,1,83.24224137931034,58,1,4828.05
6122,6122,1410,672,3,6,21,72,82.3,5980.55,0,0,76,5219,5,83.06319444444445,72,5,5980.55
6123,6123,1411,601,1,6,21,72,68.15,4808.7,0,0,34,4613,4,66.7875,72,4,4808.7
